 s_acctbal |       s_name       |  n_name   | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                               
   4142.33 | Supplier#000007979 | INDONESIA |    152948 | Manufacturer#1            | aTz0O9HIdoStxpU,8D                       | 19-787-181-5082 | nts. slyly express packages sleep blithely permanent sentiments. packages believe a
   4142.33 | Supplier#000007979 | INDONESIA |    152948 | Manufacturer#1            | aTz0O9HIdoStxpU,8D                       | 19-787-181-5082 | nts. slyly express packages sleep blithely permanent sentiments. packages believe a
   4131.06 | Supplier#000003259 | Nation5   |    123258 | Manufacturer#4            | AIEQ9swZsDtAQyho3YAjeQY3kplxytz          | 15-416-906-4462 | usly silent platelets. final requests solv
   4131.06 | Supplier#000003259 | Nation5   |    123258 | Manufacturer#4            | AIEQ9swZsDtAQyho3YAjeQY3kplxytz          | 15-416-906-4462 | usly silent platelets. final requests solv
   4116.24 | Supplier#000005965 | INDONESIA |    123452 | Manufacturer#1            | RXgGPHMpLdsK31ygxrY3AQR5U5RI3M6UhX6      | 19-146-379-9429 | structions are blithely. quickly even foxes past t
   4116.24 | Supplier#000005965 | INDONESIA |    123452 | Manufacturer#1            | RXgGPHMpLdsK31ygxrY3AQR5U5RI3M6UhX6      | 19-146-379-9429 | structions are blithely. quickly even foxes past t
   4116.24 | Supplier#000005965 | INDONESIA |    123452 | Manufacturer#1            | RXgGPHMpLdsK31ygxrY3AQR5U5RI3M6UhX6      | 19-146-379-9429 | structions are blithely. quickly even foxes past t
   4116.24 | Supplier#000005965 | INDONESIA |    123452 | Manufacturer#1            | RXgGPHMpLdsK31ygxrY3AQR5U5RI3M6UhX6      | 19-146-379-9429 | structions are blithely. quickly even foxes past t
   4102.78 | Supplier#000003356 | Nation6   |     30852 | Manufacturer#4            | jtlug57,ke9cq9ECwEXA1EKTp                | 16-135-705-4908 | counts are slyly regular deposits. blithely regular acco
   4102.78 | Supplier#000003356 | Nation6   |     30852 | Manufacturer#4            | jtlug57,ke9cq9ECwEXA1EKTp                | 16-135-705-4908 | counts are slyly regular deposits. blithely regular acco
   4102.78 | Supplier#000003356 | Nation6   |    193355 | Manufacturer#4            | jtlug57,ke9cq9ECwEXA1EKTp                | 16-135-705-4908 | counts are slyly regular deposits. blithely regular acco
   4102.78 | Supplier#000003356 | Nation6   |    193355 | Manufacturer#4            | jtlug57,ke9cq9ECwEXA1EKTp                | 16-135-705-4908 | counts are slyly regular deposits. blithely regular acco
   4087.75 | Supplier34         | JAPAN     |    152488 | Manufacturer#4            | Address 34                               | 693812618       | Supplier comment 34
   4087.75 | Supplier34         | JAPAN     |    152488 | Manufacturer#4            | Address 34                               | 693812618       | Supplier comment 34
   4082.86 | Supplier#000002219 | Nation5   |    184664 | Manufacturer#4            | ShNYaJlJuC                               | 15-855-925-7829 | inst the packages affix furiously according to the stealthy
   4082.86 | Supplier#000002219 | Nation5   |    184664 | Manufacturer#4            | ShNYaJlJuC                               | 15-855-925-7829 | inst the packages affix furiously according to the stealthy
   4079.01 | Supplier#000006514 | JAPAN     |     74006 | Manufacturer#4            | 5yIp smf4s36                             | 22-113-782-5493 |  regular, even packages wake furiously according to the bold, even instruction
   4079.01 | Supplier#000006514 | JAPAN     |     74006 | Manufacturer#4            | 5yIp smf4s36                             | 22-113-782-5493 |  regular, even packages wake furiously according to the bold, even instruction
   4061.43 | Supplier#000002541 | Nation6   |     42540 | Manufacturer#4            | K6QJwctTWE3dTBH3CEMld                    | 16-619-383-9029 | y regular packages. packages above the bol
   4061.43 | Supplier#000002541 | Nation6   |     42540 | Manufacturer#4            | K6QJwctTWE3dTBH3CEMld                    | 16-619-383-9029 | y regular packages. packages above the bol
   4044.98 | Supplier#000006603 | INDONESIA |    164086 | Manufacturer#1            | KegZ16m9o3,15ZUJS9rt7a6Y5TU4s            | 19-996-749-9430 | ithely against the blithely final accounts. always ironic accounts cajole carefully regular,
   4044.98 | Supplier#000006603 | INDONESIA |    164086 | Manufacturer#1            | KegZ16m9o3,15ZUJS9rt7a6Y5TU4s            | 19-996-749-9430 | ithely against the blithely final accounts. always ironic accounts cajole carefully regular,
   4044.98 | Supplier#000006603 | INDONESIA |    164086 | Manufacturer#1            | KegZ16m9o3,15ZUJS9rt7a6Y5TU4s            | 19-996-749-9430 | ithely against the blithely final accounts. always ironic accounts cajole carefully regular,
   4044.98 | Supplier#000006603 | INDONESIA |    164086 | Manufacturer#1            | KegZ16m9o3,15ZUJS9rt7a6Y5TU4s            | 19-996-749-9430 | ithely against the blithely final accounts. always ironic accounts cajole carefully regular,
   4014.62 | Supplier#000003436 | INDONESIA |    188399 | Manufacturer#4            | pVwVAr23pEMeJ                            | 19-391-495-4796 | ess accounts solve. ideas sleep enticingly regular pa
   4014.62 | Supplier#000003436 | INDONESIA |    188399 | Manufacturer#4            | pVwVAr23pEMeJ                            | 19-391-495-4796 | ess accounts solve. ideas sleep enticingly regular pa
   4014.62 | Supplier#000003436 | INDONESIA |    188399 | Manufacturer#4            | pVwVAr23pEMeJ                            | 19-391-495-4796 | ess accounts solve. ideas sleep enticingly regular pa
   4014.62 | Supplier#000003436 | INDONESIA |    188399 | Manufacturer#4            | pVwVAr23pEMeJ                            | 19-391-495-4796 | ess accounts solve. ideas sleep enticingly regular pa
   4007.49 | Supplier#000005695 | CHINA     |     75694 | Manufacturer#5            | YOkDgHOjMdM0E8gGx6adBSLSnQ9              | 28-249-980-3939 | r instructions: furiously ir
   4007.49 | Supplier#000005695 | CHINA     |     75694 | Manufacturer#5            | YOkDgHOjMdM0E8gGx6adBSLSnQ9              | 28-249-980-3939 | r instructions: furiously ir
   3987.13 | Supplier#000001545 | Nation13  |     41544 | Manufacturer#4            | MNmemS8F3k46UJchrAjJMAo9pRjyoKQC8qk Nfer | 23-323-451-6760 | c packages nag quickly even pearls. pains accordi
   3987.13 | Supplier#000001545 | Nation13  |     41544 | Manufacturer#4            | MNmemS8F3k46UJchrAjJMAo9pRjyoKQC8qk Nfer | 23-323-451-6760 | c packages nag quickly even pearls. pains accordi
   3978.33 | Supplier#000006229 | INDONESIA |      1228 | Manufacturer#3            | xBtJZwxIvrC                              | 19-453-638-3838 | . furiously even instructions haggle. permanently special deposits are slyly. fin
   3978.33 | Supplier#000006229 | INDONESIA |      1228 | Manufacturer#3            | xBtJZwxIvrC                              | 19-453-638-3838 | . furiously even instructions haggle. permanently special deposits are slyly. fin
   3978.33 | Supplier#000006229 | INDONESIA |      1228 | Manufacturer#3            | xBtJZwxIvrC                              | 19-453-638-3838 | . furiously even instructions haggle. permanently special deposits are slyly. fin
   3978.33 | Supplier#000006229 | INDONESIA |      1228 | Manufacturer#3            | xBtJZwxIvrC                              | 19-453-638-3838 | . furiously even instructions haggle. permanently special deposits are slyly. fin
   3969.42 | Supplier#000009185 | INDONESIA |     16683 | Manufacturer#2            | v66BUMEgc3P24E8PLV nMkC3w2bWb            | 19-630-483-6872 | ar pinto beans cajole even, 
   3969.42 | Supplier#000009185 | INDONESIA |     16683 | Manufacturer#2            | v66BUMEgc3P24E8PLV nMkC3w2bWb            | 19-630-483-6872 | ar pinto beans cajole even, 
   3969.42 | Supplier#000009185 | INDONESIA |     16683 | Manufacturer#2            | v66BUMEgc3P24E8PLV nMkC3w2bWb            | 19-630-483-6872 | ar pinto beans cajole even, 
   3969.42 | Supplier#000009185 | INDONESIA |     16683 | Manufacturer#2            | v66BUMEgc3P24E8PLV nMkC3w2bWb            | 19-630-483-6872 | ar pinto beans cajole even, 
   3969.33 | Supplier#000006273 | CHINA     |    103762 | Manufacturer#2            | SGMEJDhNRsinMcSCymSVfAq0uq               | 28-855-178-4941 | lithely regular requests around the quickly even foxes are fluffily even theodoli
   3969.33 | Supplier#000006273 | CHINA     |    103762 | Manufacturer#2            | SGMEJDhNRsinMcSCymSVfAq0uq               | 28-855-178-4941 | lithely regular requests around the quickly even foxes are fluffily even theodoli
   3963.37 | Supplier#000004110 | INDONESIA |     99091 | Manufacturer#3            | MdRKQyBm6DpRtpsUiOIzJX Ug7L1m0oTXAoviQm  | 19-100-479-8965 |  nag about the quickly blithe instructions. express deposits are fu
   3963.37 | Supplier#000004110 | INDONESIA |     99091 | Manufacturer#3            | MdRKQyBm6DpRtpsUiOIzJX Ug7L1m0oTXAoviQm  | 19-100-479-8965 |  nag about the quickly blithe instructions. express deposits are fu
   3963.37 | Supplier#000004110 | INDONESIA |     99091 | Manufacturer#3            | MdRKQyBm6DpRtpsUiOIzJX Ug7L1m0oTXAoviQm  | 19-100-479-8965 |  nag about the quickly blithe instructions. express deposits are fu
   3963.37 | Supplier#000004110 | INDONESIA |     99091 | Manufacturer#3            | MdRKQyBm6DpRtpsUiOIzJX Ug7L1m0oTXAoviQm  | 19-100-479-8965 |  nag about the quickly blithe instructions. express deposits are fu
   3952.14 | Supplier#000008305 | JAPAN     |     28304 | Manufacturer#3            | fo5QkANtn00gbgiailVlt                    | 22-135-901-4717 | inal instructions. furiously regular re
   3952.14 | Supplier#000008305 | JAPAN     |     28304 | Manufacturer#3            | fo5QkANtn00gbgiailVlt                    | 22-135-901-4717 | inal instructions. furiously regular re
   3934.68 | Supplier#000006812 | Nation6   |     99284 | Manufacturer#3            | ,sghf7YCSXRNwtOcE7fb4yfwKBBU             | 16-737-258-6577 | ct blithely alongside of the quickly busy requests. deposits boost furiously. enticin
   3934.68 | Supplier#000006812 | Nation6   |     99284 | Manufacturer#3            | ,sghf7YCSXRNwtOcE7fb4yfwKBBU             | 16-737-258-6577 | ct blithely alongside of the quickly busy requests. deposits boost furiously. enticin
   3930.79 | Supplier#000000534 | INDONESIA |    115511 | Manufacturer#1            | JBhF3gZcQiNWGxh8DuoAhmVi                 | 19-198-519-8383 | after the furiously even requests haggle thinly a
   3930.79 | Supplier#000000534 | INDONESIA |    115511 | Manufacturer#1            | JBhF3gZcQiNWGxh8DuoAhmVi                 | 19-198-519-8383 | after the furiously even requests haggle thinly a
   3930.79 | Supplier#000000534 | INDONESIA |    115511 | Manufacturer#1            | JBhF3gZcQiNWGxh8DuoAhmVi                 | 19-198-519-8383 | after the furiously even requests haggle thinly a
   3930.79 | Supplier#000000534 | INDONESIA |    115511 | Manufacturer#1            | JBhF3gZcQiNWGxh8DuoAhmVi                 | 19-198-519-8383 | after the furiously even requests haggle thinly a
   3905.96 | Supplier#000008517 | Nation14  |     76009 | Manufacturer#1            | us1ou02ozRlSNW3hIrFb,vaiPn1l3e           | 24-774-997-2846 | totes. regular, silent deposits sleep about the ironic, final requests. 
   3905.96 | Supplier#000008517 | Nation14  |     76009 | Manufacturer#1            | us1ou02ozRlSNW3hIrFb,vaiPn1l3e           | 24-774-997-2846 | totes. regular, silent deposits sleep about the ironic, final requests. 
   3888.35 | Supplier#000004707 | Nation13  |     97179 | Manufacturer#3            | 96GsC8OoUqtFmvkqcATQ6GsKtoJ              | 23-242-680-6520 | y ironic somas use across the carefully regular foxes. furiously special deposits use slyly i
   3888.35 | Supplier#000004707 | Nation13  |     97179 | Manufacturer#3            | 96GsC8OoUqtFmvkqcATQ6GsKtoJ              | 23-242-680-6520 | y ironic somas use across the carefully regular foxes. furiously special deposits use slyly i
   3838.77 | Supplier#000002040 | Nation6   |    167007 | Manufacturer#5            | HGw2YsBJku,YJplIgkY                      | 16-178-801-5927 | are fluffily according to the ideas. furiously final asymp
   3838.77 | Supplier#000002040 | Nation6   |    167007 | Manufacturer#5            | HGw2YsBJku,YJplIgkY                      | 16-178-801-5927 | are fluffily according to the ideas. furiously final asymp
   3811.95 | Supplier#000008656 | CHINA     |    163623 | Manufacturer#3            | sMvnqSyJogRS2Cdfrjz85bh2KgG              | 28-315-800-1023 | s sleep slyly carefully final instructio
   3811.95 | Supplier#000008656 | CHINA     |    163623 | Manufacturer#3            | sMvnqSyJogRS2Cdfrjz85bh2KgG              | 28-315-800-1023 | s sleep slyly carefully final instructio
   3749.78 | Supplier#000009536 | INDONESIA |    151990 | Manufacturer#1            | Vg3xBMS9wMP3h0O                          | 19-415-490-9964 | ctions poach. bold, furious reques
   3749.78 | Supplier#000009536 | INDONESIA |    151990 | Manufacturer#1            | Vg3xBMS9wMP3h0O                          | 19-415-490-9964 | ctions poach. bold, furious reques
   3749.78 | Supplier#000009536 | INDONESIA |    151990 | Manufacturer#1            | Vg3xBMS9wMP3h0O                          | 19-415-490-9964 | ctions poach. bold, furious reques
   3749.78 | Supplier#000009536 | INDONESIA |    151990 | Manufacturer#1            | Vg3xBMS9wMP3h0O                          | 19-415-490-9964 | ctions poach. bold, furious reques
   3735.35 | Supplier#000003558 | JAPAN     |     53557 | Manufacturer#5            | CYnj79lLULxf,2fHZ1Jp,2N97uREQpHJr1       | 22-739-421-6188 | ns cajole above the slyly express deposi
   3735.35 | Supplier#000003558 | JAPAN     |     53557 | Manufacturer#5            | CYnj79lLULxf,2fHZ1Jp,2N97uREQpHJr1       | 22-739-421-6188 | ns cajole above the slyly express deposi
   3732.75 | Supplier#000000834 | INDONESIA |     88325 | Manufacturer#3            | fwX0Z5,PgFaauaEXlVQX6UmHM0RDKS4EXe,Tn3nJ | 19-419-490-3356 |  express foxes nag slyly after the regular pinto beans. regul
   3732.75 | Supplier#000000834 | INDONESIA |     88325 | Manufacturer#3            | fwX0Z5,PgFaauaEXlVQX6UmHM0RDKS4EXe,Tn3nJ | 19-419-490-3356 |  express foxes nag slyly after the regular pinto beans. regul
   3732.75 | Supplier#000000834 | INDONESIA |     88325 | Manufacturer#3            | fwX0Z5,PgFaauaEXlVQX6UmHM0RDKS4EXe,Tn3nJ | 19-419-490-3356 |  express foxes nag slyly after the regular pinto beans. regul
